SAMPLE_ID,USP29_NM_020903_cg07499372,SPO11_NM_198265_NM_012444_cg13888886,RARA_NM_000964_cg00236832,DNASE1L2_NM_001374_cg12619509,TMEM55A_NM_018710_cg06688396,ZIM2_NM_001146327_NM_001146326_NM_015363_cg16519742,CYB5A_NM_001914_NM_148923_cg10878998,GNG11_NM_004126_cg22983529,NCALD_NM_001040630_NM_001040627_NM_001040626_NM_001040625_NM_001040624_NM_001040629_NM_001040628_NM_032041_cg17084151,BCAM_NM_001013257_NM_005581_cg08319238,RARB_NM_016152_NM_000965_cg27486427,PCDHB2_NM_018936_cg02260587,MAP3K6_NM_004672_cg20651453,GABRQ_NM_018558_cg11714014,GDF15_NM_004864_cg16929104,F2RL2_IQGAP2_NM_006633_NM_004101_cg00415993,CALD1_NM_033138_NM_004342_NM_033157_cg14009688,ENTPD3_NM_001248_cg17264618,PAMR1_NM_015430_NM_001001991_cg14542839,FLJ34503_NR_027060_cg19815376,LRRN4CL_NM_203422_cg15538427,TGFB1I1_NM_015927_NM_001164719_NM_001042454_cg10995380,FCGRT_NM_004107_NM_001136019_cg15528736,AP1G2_JPH4_NM_001146028_NM_032452_NM_003917_cg25832796,NRIP2_NM_031474_cg05194726,TSSK2_DGCR14_NM_053006_NM_022719_cg25759381,KRTAP1-1_NM_030967_cg24414383,TFPI_NM_006287_NM_001032281_cg16478145,COL3A1_NM_000090_cg20770175,FBXO44_FBXO2_NM_183412_NM_012168_cg15746187,EMP2_NM_001424_cg00451635,GPR64_NM_001079858_NM_001079859_NM_005756_NM_001079860_cg17119559,FBXO44_FBXO2_NM_183412_NM_183413_NM_033182_NM_012168_NM_001014765_cg06848073,STMN4_NM_030795_cg02130905,SULT1C2_NM_001056_NM_176825_cg23163573,DISP1_NM_032890_cg10942056,KBTBD10_NM_006063_cg05389024,RXFP4_NM_181885_cg08403419,PRELP_NM_201348_NM_002725_cg05955301,CLDN9_NM_020982_cg10282491,PAM_NM_138821_NM_000919_NM_138766_NM_138822_cg20131596,EFS_NM_032459_NM_005864_cg07197059,CLASS
TCGA-DK-A2I6-01,0.901933217,0.623604676,0.598797483,0.739182924,0.092282104,0.483094868,0.169215779,0.989758811,0.371352237,0.200651416,0.183380747,0.148670835,0.112170991,0.709376644,0.183974584,0.406736967,0.062988959,0.111977552,0.156498343,0.821606109,0.511675595,0.015397836,0.832136284,0.097897167,0.649341552,0.830786493,0.919296611,0.877108009,0.447902339,0.684618868,0.262480393,0.329779989,0.553494125,0.421942024,0.48201415,0.758581146,0.414649635,0.201832771,0.610588215,0.646907302,0.274649735,0.14478202,1
TCGA-DK-A3IK-01,0.784993942,0.514684135,0.070134373,0.601723934,0.190106384,0.807018297,0.161157025,0.067066691,0.00892804,0.403844013,0.123064587,0.473032376,0.090360412,0.08318777,0.248782878,0.350056758,0.196003545,0.112953429,0.14986642,0.422202451,0.425380799,0.015130849,0.540065932,0.187752257,0.141858464,0.696547129,0.850198657,0.643656025,0.306363537,0.693642779,0.279015534,0.329210196,0.540004226,0.556642534,0.257941237,0.561676354,0.395750838,0.393716633,0.337352271,0.310871913,0.242304641,0.237901966,1
TCGA-DK-A3IL-01,0.981290541,0.539201087,0.06465107,0.838384963,0.114867398,0.89984792,0.099093081,0.074468286,0.135750629,0.175187902,0.590461934,0.384752577,0.11359172,0.374576217,0.219799779,0.312443218,0.079125237,0.053308143,0.10872482,0.7321144,0.46467876,0.030280085,0.548503279,0.204053076,0.065964808,0.656156795,0.964075617,0.868711881,0.126982441,0.295650835,0.226497625,0.287619918,0.267819757,0.30178422,0.197089643,0.832747612,0.414115652,0.399270101,0.168972664,0.180188558,0.147660821,0.137411389,1
TCGA-DK-A3IM-01,0.842777748,0.869524228,0.031199716,0.135957592,0.222885451,0.84960865,0.181598437,0.082392857,0.236135977,0.092766205,0.134506492,0.462276989,0.028727893,0.123203211,0.238437124,0.10829262,0.143144944,0.060491056,0.294573294,0.897520869,0.162374229,0.031148938,0.246772885,0.156101265,0.155269885,0.835094763,0.938392358,0.971400979,0.916085143,0.125710379,0.337089942,0.289880721,0.135753249,0.288007593,0.512334868,0.882958699,0.424863535,0.64028835,0.624286397,0.242509674,0.30210386,0.150207803,1
TCGA-DK-A3IN-01,0.510942335,0.520646157,0.055906473,0.640288688,0.101356245,0.414967296,0.177992593,0.073409855,0.164322057,0.175310905,0.165507396,0.193653613,0.196985966,0.567048472,0.334646055,0.224969121,0.199517149,0.132551381,0.151879253,0.592892164,0.439370318,0.096267218,0.275442699,0.417460047,0.250540472,0.646675835,0.943612093,0.905151114,0.331466744,0.451369972,0.454804698,0.862943818,0.349816325,0.474582004,0.412210896,0.419451744,0.473431787,0.710677809,0.413421838,0.401965633,0.351522698,0.312753034,2
TCGA-DK-A3IQ-01,0.966650476,0.751950185,0.027175369,0.494485637,0.094569955,0.769661042,0.150607878,0.055807079,0.191876363,0.12052035,0.28666043,0.423640299,0.055749524,0.084994541,0.168567084,0.237557995,0.115203172,0.053592647,0.285969063,0.422555065,0.217985705,0.115126068,0.413272293,0.357488185,0.108799085,0.567829639,0.774911922,0.478124024,0.147196221,0.497365138,0.321595874,0.633557587,0.427645591,0.381529924,0.476943153,0.555563234,0.440749442,0.53777547,0.191199303,0.19526646,0.101648775,0.138642029,1
TCGA-DK-A3IS-01,0.550174446,0.587818079,0.01754244,0.875805232,0.120014943,0.429285802,0.08658297,0.058139309,0.023017308,0.036148838,0.545187037,0.085019509,0.058723083,0.363884706,0.108098136,0.049011524,0.031616454,0.012705053,0.099767273,0.041547016,0.042010957,0.021721825,0.136969491,0.097203954,0.102903847,0.657850343,0.199609256,0.634048236,0.219397319,0.078982857,0.179732028,0.278859456,0.063807742,0.05995366,0.300313086,0.463612898,0.11748966,0.120835547,0.391308006,0.1470928,0.127512016,0.055018879,2
TCGA-DK-A3IT-01,0.953352588,0.818651939,0.067038742,0.673606928,0.342085039,0.808770613,0.192491773,0.094651452,0.049897521,0.574760327,0.130261801,0.452718256,0.230381226,0.392188509,0.291868432,0.270879126,0.244171797,0.156497767,0.140353819,0.467057437,0.458883496,0.11734439,0.712960258,0.298102222,0.230513512,0.781032889,0.900437987,0.236786584,0.213782623,0.603031729,0.396195511,0.462365575,0.636045891,0.571690297,0.391881017,0.378672071,0.248571248,0.487548859,0.302178159,0.304801982,0.357040778,0.2418372,2
TCGA-DK-A3IU-01,0.798422398,0.716764282,0.117459941,0.616605586,0.311949187,0.758084385,0.362940725,0.15059291,0.263161408,0.417765689,0.382625006,0.440823249,0.622234671,0.309207856,0.471717474,0.511589435,0.40394763,0.372524074,0.164433504,0.485207691,0.483891233,0.192322706,0.50257092,0.634778442,0.476943459,0.777365775,0.971096236,0.948661782,0.731837293,0.559374274,0.569444508,0.855379516,0.597346655,0.61053963,0.486589801,0.683807453,0.600669857,0.627924673,0.714896495,0.512130345,0.565402558,0.722276699,2
TCGA-DK-A3IV-01,0.900043411,0.539015194,0.07123136,0.673121194,0.207046835,0.763270602,0.175724508,0.095852253,0.143973121,0.208310634,0.089531743,0.730611413,0.394512306,0.442097437,0.346866733,0.740911348,0.256326485,0.171606439,0.202642485,0.417818954,0.33237879,0.052189128,0.439163587,0.426912194,0.482691238,0.853057636,0.814852068,0.906156799,0.674408912,0.317092129,0.399521123,0.513786912,0.414117922,0.464622553,0.424991965,0.734839303,0.462289494,0.422357996,0.462769585,0.446952722,0.390184695,0.339098918,1
TCGA-DK-A3WW-01,1,0.60692263,0.174394411,0.682663809,0.777861144,0.651846413,0.415043708,0.084318792,0.441936809,0.568311811,0.100871257,0.485451446,0.437828329,0.175076101,0.902052887,0.295922039,0.358239424,0.197938919,0.084957584,0.671791935,0.401873013,0.167003269,0.537628686,0.4514132,0.969323242,0.922027967,0.743255987,0.864083116,0.644283254,0.375059067,0.606739669,0.601207665,0.520982622,0.504824174,0.491976548,0.703873516,0.566056726,0.755812964,0.608385405,0.437443681,0.502916602,0.464580568,2
TCGA-DK-A3WX-01,0.89236645,0.828380227,0.107302814,0.575997628,0.216799783,0.485080795,0.41819787,0.085085704,0.407690483,0.344723472,0.060369514,0.191064029,0.283731812,0.364531847,0.536460787,0.18456298,0.385702588,0.23432798,0.125656986,0.489681497,0.435544813,0.307464807,0.300977961,0.32682716,0.353473742,0.895833014,0.921023737,0.96069034,0.84568336,0.449386637,0.567001613,0.592254288,0.71427248,0.568721263,0.623249697,0.679074789,0.722163569,0.632027467,0.700577154,0.672303811,0.565203741,0.537847476,1
TCGA-DK-A3WY-01,0.981026649,0.853138448,0.161738249,0.515336774,0.259742573,0.68243206,0.511362606,0.12306607,0.596551088,0.463725807,0.264194506,0.415147303,0.561267559,0.423792383,0.860076995,0.585166463,0.695073782,0.44211692,0.188438874,0.670760196,0.730296773,0.23103579,0.493913978,0.560942497,0.497562979,0.94196628,0.965490689,0.962929936,0.945099616,0.82717653,0.731260231,0.879904131,1,0.756154733,0.71047767,0.930035058,0.974284207,0.786627815,0.995925068,0.638811787,0.768190664,0.777439545,1
TCGA-DK-A3X1-01,0.668640045,0.583196813,0.048800224,0.760422966,0.16087009,0.439494172,0.238014735,0.090041093,0.049390156,0.236447298,0.388318648,0.198535055,0.220965401,0.558333822,0.452161788,0.27966906,0.207375416,0.15056987,0.128519429,0.629931503,0.317060704,0.079575569,0.56014833,0.463892917,0.153350247,0.801416583,0.856815257,0.762095633,0.343349723,0.476227013,0.429117382,0.340894209,0.438056486,0.382119514,0.388474013,0.755454031,0.277378375,0.543946083,0.436104871,0.451902493,0.339928085,0.370832524,2
TCGA-DK-A3X2-01,0.710025197,0.325119917,0.078167279,0.210161834,0.570187232,0.386138457,0.043413503,0.076092981,0.182885552,0.134024813,0.051134435,0.645879518,0.170965552,0.01394005,0.142921615,0.037005109,0.070131499,0.010832076,0.108822458,0.626046283,0.044795716,0.017266384,0.187575493,0.262685876,0.142091035,0.176442345,0.766748142,0.940790972,0.333450113,0.315675288,0.34219317,0.057138379,0.281519313,0.021094799,0.83416156,0.572947306,0.609886395,0.101825257,0.544050644,0.024266938,0.431750917,0.011209162,1
TCGA-DK-A6AV-01,0.912669029,0.823536057,0.24376519,0.731676941,0.164517246,0.446965111,0.191827964,0.333016229,0.118037767,0.150204321,0.745877576,0.604035283,0.271630747,0.316179147,0.255384783,0.360910229,0.257873667,0.128906306,0.082099078,0.578832135,0.347313926,0.083218374,0.341219483,0.416142861,0.279135838,0.74978739,0.81968511,0.892846466,0.360509961,0.325126068,0.517832306,0.363273952,0.350988383,0.388399277,0.537690955,0.817801087,0.697162801,0.492158542,0.473104022,0.365774526,0.341540627,0.341919081,1
TCGA-DK-A6AW-01,0.941555491,0.457634062,0.604554072,0.335190535,0.312614501,0.900035207,0.290981741,0.762319862,0.045228935,0,0.608028701,0.572069407,0.075888316,0.06537385,0.126566157,0.137030229,0,0.46149904,0.03804801,0.92055858,0.448547118,0.00657612,0.974129354,0.214066067,0.710659499,0.775271,0.853458644,0.951816627,0.03595695,0.911330845,0.169845022,0.868480095,0.316090078,0.070782704,0.124135545,0.576325417,0.117876074,0.181966711,0.37296392,0.905082828,0.605657804,0.29758435,2
TCGA-DK-A6B0-01,0.99514441,0.815611749,0.02289157,0.1051793,0.038710374,0.935117663,0.054245926,0.092588591,0.03119182,0.052518431,0,0.908301544,0.040749643,0.008143307,0.064769348,0.027102012,0.025806061,0.025472147,0.043293043,0.002540089,0.240473429,0.020815773,0.071245819,0.058574059,0.024188326,0.51529913,0.79863281,0.191295273,0.146813644,0.140477526,0.118738314,0.213899454,0.160084589,0.078924359,0.08199712,0.145466594,0.038011324,0.03437228,0.108058155,0.095726513,0.079455733,0.039496474,1
TCGA-DK-A6B1-01,0.476421194,0.685823672,0.009385393,0.853724629,0.05801842,0.502396815,0.035017596,0.070976178,0.017098247,0.053902594,0.011576666,0.485244455,0.05032743,0.590376186,0.053681042,0.467152848,0.017175204,0.015459634,0.109808334,0.209630057,0.26565546,0.014552649,0.416379224,0.109417205,0.028026151,0.740639099,0.915351209,0.853760041,0.356086825,0.329494831,0.071312344,0.66770031,0.405812265,0.386741177,0.162940346,0.017041853,0.084045467,0.236339269,0.4040259,0.441128712,0.013760425,0.836130921,1
TCGA-DK-A6B2-01,0.567172205,0.81509502,0.091460927,0.65699984,0.247296667,0.719697568,0.174955434,0.050946702,0.04368053,0.24892012,0.067300982,0.283658477,0.25930163,0.773996415,0.418437153,0.323945702,0.258607969,0.153180488,0.054435326,0.721253851,0.423035861,0.042055919,0.915856206,0.358844478,0.485467411,0.658402866,0.88964475,0.830199581,0.392231767,0.585811843,0.400721572,0.553940569,0.604072101,0.438561193,0.342534181,0.378845036,0.456937277,0.51391962,0.396531424,0.448322861,0.366491244,0.310689584,1
TCGA-DK-A6B5-01,0.693703339,0.567849362,0.241048211,0.210796687,0.524869901,0.398828098,0.16779332,0.057302196,0.156758896,0.124618426,0.051114521,0.194518398,0.173300129,0.090058425,0.280179022,0.340034062,0.15539855,0.142363931,0.134979613,0.576999348,0.213828538,0.114001091,0.220157465,0.385060065,0.153839169,0.845210643,0.91313765,0.811288466,0.161211626,0.267055401,0.354113673,0.333874606,0.254130631,0.430048789,0.466431138,0.708006047,0.578727254,0.381414907,0.497945881,0.419506577,0.332412875,0.34873775,1
TCGA-DK-A6B6-01,0.94241328,0.838972556,0.041557655,0.403490263,0.257867623,0.846655276,0.222829213,0.068401925,0.195582003,0.377344825,0.748081861,0.74471608,0.31588351,0.09038534,0.459769316,0.415133505,0.44263213,0.193069916,0.332942287,0.612138657,0.355758076,0.153996586,0.821003936,0.357088645,0.186770871,0.870054838,0.906972141,0.965620569,0.384121323,0.684920686,0.659540248,0.473473034,0.771148705,0.415030349,0.450647846,0.837342614,0.544442568,0.734484391,0.643303932,0.575477846,0.523356577,0.307894564,2
TCGA-DK-AA6L-01,0.509730999,0.30539859,0.87075188,0.637646104,0.602912603,0.278058217,0.666204145,0.066915152,0.392391419,0.278930867,0.039904381,0.766396311,0.129607952,0.633346211,0.1312939,0.136106033,0.0489593,0.053614258,0.107582586,0.412155982,0.252442106,0.037620748,0.355991192,0.187005188,0.480002571,0.405549867,0.65349342,0.933062911,0.219098203,0.13602844,0.29595761,0.436310662,0.199237746,0.419383829,0.256268277,0.759489588,0.189263075,0.282699575,0.396838956,0.284813644,0.249992106,0.177093575,2
TCGA-DK-AA6M-01,0.977877999,0.926421522,0.037376641,0.560650822,0.13029571,0.796867493,0.114044444,0.068233369,0.076462809,0.19780273,0.030132476,0.751858932,0.253397302,0.746067014,0.142728408,0.175449611,0.222522972,0.051471487,0.020542325,0.920008713,0.504613148,0.045786992,0.338611762,0.916890754,0.773485012,0.748176213,0.868509493,0.878146999,0.323379727,0.21026805,0.443714086,0.441636119,0.315975518,0.42923543,0.475208823,0.767188393,0.711810927,0.36929603,0.49770763,0.398796786,0.271511677,0.429461215,1
TCGA-DK-AA6P-01,0.521629737,0.544712356,0.009624453,0.086628756,0.080359012,0.566952909,0.091667724,0.050999221,0.146813958,0.166524983,0.714554513,0.770703426,0.03167702,0.119962939,0.049981125,0.475100275,0.66331506,0.046028578,0.183820177,0.388047673,0.419878672,0.016164902,0.587608364,0.194635008,0.124340564,0.490971726,0.952919847,0.775476732,0.299900756,0.466794789,0.262626049,0.182081885,0.358092887,0.163117148,0.196734327,0.643562527,0.275804417,0.085430279,0.318563663,0.205210129,0.410130216,0.033465974,1
TCGA-DK-AA6Q-01,0.974448083,0.858847175,0.075310446,0.616274307,0.192341106,0.848850189,0.156262928,0.04550656,0.098686725,0.152602253,0.109830257,0.626577928,0.376198412,0.253086654,0.123296692,0.361883243,0.079385576,0.143629822,0.163879786,0.599535087,0.31826426,0.053450941,0.73407873,0.371431185,0.32962458,0.755896786,0.756555998,0.455313217,0.292233392,0.748847534,0.41217617,0.321261233,0.50238211,0.314044741,0.585846243,0.629555822,0.627514469,0.421589162,0.421271478,0.493201164,0.52876868,0.256289811,1
TCGA-DK-AA6R-01,0.831845141,0.787725497,0.079075933,0.735702945,0.226873673,0.834231007,0.210824454,0.08469554,0.913735019,0.13988227,0.075192394,0.117940617,0.230853298,0.46930335,0.268755244,0.157529918,0.817529309,0.073336911,0.110506537,0.827012564,0.627089559,0.098046432,0.45860966,0.284613891,0.786289894,0.827189626,0.992135531,0.936249034,0.685326713,0.303116417,0.387048343,0.277925087,0.390158782,0.599111621,0.764166209,0.915469307,0.381646005,0.799163386,0.369196642,0.502259439,0.304998953,0.309447391,2
TCGA-DK-AA6S-01,0.562587154,0.821777286,0.198583787,0.630123461,0.162039108,0.465118967,0.145895036,0.080366751,0.106350421,0.167482229,0.036373812,0.603486665,0.244783536,0.283458149,0.249159383,0.282198463,0.171743048,0.119019542,0.280662051,0.623834054,0.259347402,0.038712269,0.290449135,0.514265545,0.180310376,0.802207821,0.919686513,0.886396184,0.398201497,0.376129471,0.448150009,0.587962266,0.257899195,0.452045929,0.684184258,0.855606336,0.818053571,0.501904103,0.8378105,0.538156629,0.30855568,0.317625228,2
TCGA-DK-AA6T-01,0.954411338,0.431263484,0.020680219,0.24801659,0.118776531,0.922569864,0.394699789,0.096658426,0.048123152,0.178296501,0.654089418,0.499408457,0.165594292,0.027098588,0.159823744,0.554797829,0.375696093,0.544174498,0.021746179,0.811418026,0.190484862,0.01135745,0.211151427,0.158805248,0.353760085,0.889565124,0.687045333,0.909697265,0.835174754,0.561412249,1,1,0.600471828,0.551133572,0.266492023,0.908816969,0.940462938,0.159285491,0.996420955,0.125895832,0.599970756,0.484735712,1
TCGA-DK-AA6U-01,0.346332304,0.471328212,0.036150305,0.637846364,0.056336838,0.180755392,0.116946941,0.154585104,0.049565294,0.246252354,0.50935413,0.125041541,0.065083388,0.756919417,0.149983679,0.269014835,0.082213491,0.197407331,0.066678747,0.561643064,0.32388936,0.068102595,0.50720311,0.08736675,0.053475945,0.566731544,0.910090541,0.707802288,0.32000421,0.355531086,0.317963497,0.202595034,0.21324692,0.366095421,0.289480632,0.643971334,0.199307072,0.338649331,0.195579122,0.322081936,0.119540852,0.265181589,2
TCGA-DK-AA6W-01,0.488051937,0.557063825,0.032075035,0.755697365,0.141930427,0.465754857,0.349472569,0.821404454,0.072600173,0.205820175,0.219509968,0.248395311,0.159440969,0.029495634,0.377247425,0.529201665,0.053680525,0.03668841,0.482311362,0.69046809,0.277654547,0.030144808,0.562147285,0.239292761,0.326797061,0.595368053,0.936132951,0.805021522,0.350696078,0.571663016,0.247668008,0.447038373,0.405631222,0.42136575,0.349518911,0.71746638,0.271408168,0.430564109,0.198170728,0.520993813,0.397359823,0.226571519,1
TCGA-DK-AA6X-01,0.960008829,0.89933281,0.113803202,0.646956514,0.214845688,0.783832918,0.306450337,0.119129143,0.266334499,0.279415328,0.142416146,0.595224367,0.290525152,0.069560872,0.582818318,0.525260285,0.28687643,0.179024585,0.166811372,0.43736262,0.448865061,0.084302778,0.462113303,0.3029959,0.260328924,0.804838939,0.980853452,0.813968168,0.546033204,0.645261905,0.482032784,0.779922258,0.546522696,0.669128522,0.544241331,0.663983216,0.572412604,0.603022289,0.64294945,0.384676972,0.459176186,0.422267682,1
TCGA-DK-AA71-01,0.842884654,0.593491171,0.045534085,0.730113156,0.160848005,0.75160456,0.219835858,0,0.022531399,0.157196546,0.656071385,0.842849772,0.101956932,0.037158129,0.088821815,0.061257869,0.092062553,0.03161536,0.12841276,0.075036738,0.18621713,0.015977393,0.384543425,0.289586731,0.831677238,0.563160793,0.471964832,0.548716188,0.342892915,0.446172919,0.223323507,0.260769578,0.274548036,0.106568162,0.291037677,0.184214564,0.295820673,0.258831464,0.42025722,0.394510984,0.137730029,0.113295941,2
TCGA-DK-AA74-01,0.970223662,0.836889685,0.135480231,0.39307276,0.16664044,0.666834147,0.304783134,0.067423816,0.111032153,0.212269293,0.107739018,0.380471673,0.341258604,0.318431779,0.695700504,0.438311608,0.335121216,0.147398808,0.08781884,0.441393448,0.409275173,0.064302519,0.428494665,0.500667567,0.465986565,0.821538688,0.928202322,0.867601286,0.445241811,0.592994124,0.433350232,0.740909579,0.541775,0.517254488,0.553227884,0.588165532,0.66877146,0.567596128,0.612006771,0.369741835,0.457185334,0.371188524,1
TCGA-DK-AA75-01,0.167367487,0.294894488,0.041634792,0.352307301,0.0264905,0.103342354,0.086560493,0.054240142,0.037800768,0.34316947,0.30711157,0.047792209,0.08779776,0.892356021,0,0.389933814,0.019931457,0.356003972,0.109091008,0.255518294,0.275162221,0.005844699,0.380622923,0.105325246,0.12275347,0.51907369,0.904901228,0.278926704,0.233965404,0.212240176,0.279402141,0.106863044,0.096770664,0.220876885,0.112117728,0.696023767,0.331283611,0.302569131,0.069771257,0.184381021,0.099649733,0.096199527,2
TCGA-DK-AA76-01,0.283875705,0.605080458,0.022713161,0.793369932,0.056922303,0.438610645,0.05896918,0.054465469,0.039279928,0.165317436,0.112591924,0.463312264,0.07440728,0.441421531,0.06280579,0.078399039,0.031391648,0.020778168,0.078837282,0.145962363,0.179000401,0.009056893,0.305532273,0.098399317,0.033305731,0.566076546,0.396754891,0.404462482,0.229767923,0.291364274,0.180496906,0.199874335,0.105144993,0.192753579,0.145600081,0.372432474,0.127788214,0.12483596,0.086327431,0.238635036,0.081136919,0.095954167,1
TCGA-DK-AA77-01,0.699291528,0.795030097,0.730308288,0.447496581,0.29976958,0.594286881,0.143605,0.093158905,0.058375019,0.158900425,0.623884269,0.675618848,0.098342351,0.16268477,0.094832544,0.171816347,0.065829277,0.075732734,0.078704982,0.191704167,0.269072701,0.02330316,0.570051109,0.244677692,0.088383169,0.458979196,0.697830091,0.628366708,0.369168978,0.266614779,0.378893613,0.070407629,0.218759462,0.255517174,0.394003113,0.654743739,0.350162624,0.213675635,0.431066012,0.362499919,0.23899024,0.165759217,2
TCGA-E5-A2PC-01,0.145095679,0.832503242,0.051741505,0.385991412,0.168978795,0.129513238,0.197762865,0.060119803,0.13865824,0.164952699,0.017940986,0.046936513,0.154256216,0.325277987,0.207973892,0.121597433,0.107984425,0.046623186,0.156970813,0.497268527,0.324257875,0.06192831,0.499115588,0.185353837,0.098696292,0.928853672,0.925823964,0.284061387,0.303962418,0.40987347,0.303502303,0.1396784,0.261900847,0.170344704,0.750158707,0.670543082,0.187115185,0.196212164,0.440502657,0.692172701,0.247654931,0.113596064,1
TCGA-E5-A4TZ-01,0.502459454,0.564195893,0.027937515,0.821570646,0.142809755,0.126155683,0.145383389,0.060887386,0.076528184,0.123686981,0.030850891,0.094886388,0.173991795,0.144969207,0.196440565,0.112956876,0.077282618,0.068715618,0.053335819,0.671494243,0.229163374,0.050985952,0.23932572,0.137995414,0.126482172,0.536603966,0.788944083,0.460108328,0.140808034,0.090352139,0.251692927,0.133459181,0.176026226,0.336707304,0.651644125,0.769875199,0.278126148,0.259696617,0.223038262,0.268902651,0.226759535,0.224468122,2
TCGA-E5-A4U1-01,0.756757365,0.658872227,0.027465085,0.875590142,0.024210631,0.816829238,0.003898387,0.045200584,0.012293643,0.393771764,0.097978174,0.23232668,0,0.113789922,0.075224091,0.002622233,0.042440299,0.026960021,0.021086038,0.183428711,0.323252611,0.016081791,0.355115874,0.072946086,0.032422352,0.459253623,0.661741663,0.109349432,0.198878158,0.407368545,0.042983624,0.126416415,0.20787068,0.182892881,0.035802023,0.731055701,0.056488493,0.28404398,0.111077375,0.354127499,0.055886638,0.032660383,2
TCGA-E7-A3X6-01,0.688536812,0.856066812,0.097018596,0.54706111,0.25915079,0.609602155,0.265986639,0.089614428,0.082406022,0.21515949,0.084144342,0.190384711,0.251209819,0.083057293,0.578771512,0.375036667,0.218327633,0.189253414,0.07665939,0.237001061,0.261693048,0.113720674,0.329000711,0.316930493,0.144640044,0.686795855,0.592650177,0.74813585,0.347433509,0.246531991,0.323719289,0.460719687,0.337624051,0.409311942,0.367812524,0.386253025,0.296538078,0.330262729,0.260560979,0.317908658,0.417102842,0.301532124,1
TCGA-E7-A3Y1-01,0.778019721,0.817058783,0.04081447,0.303187775,0.139536877,0.639319641,0.107547145,0.058814253,0.065807312,0.129647784,0.056662709,0.304386632,0.192462522,0.036916412,0.299843958,0.153443255,0.08300139,0.042245764,0.115548812,0.046183416,0.238427327,0.077294085,0.220610336,0.124515191,0.053181322,0.436262142,0.78106566,0.219345311,0.220574841,0.173745928,0.229371977,0.266224317,0.209403891,0.195675166,0.215323758,0.122707453,0.19084602,0.144110219,0.190701877,0.205749467,0.146585429,0.164285148,1
TCGA-E7-A4IJ-01,0.296663649,0.641749171,0.18979447,0.735788649,0.187307894,0.302825787,0.738261197,0.144548388,0.050504261,0.255010081,0.131189302,0.162600144,0.206004506,0.492636174,0.438055183,0.391749167,0.171837296,0.149067858,0.039549269,0.509096656,0.383120458,0.064648954,0.370058399,0.396125126,0.128381312,0.725111346,0.895504267,0.602292873,0.407780697,0.264858056,0.324675506,0.326286803,0.352484826,0.288254177,0.30654242,0.52391512,0.563212376,0.294440934,0.389549153,0.37191872,0.260703346,0.269381878,2
TCGA-E7-A4XJ-01,0.984051872,0.882364757,0.022236569,0.82888392,0.06545547,0.830646094,0.095366976,0.131942568,0.027973138,0.496645535,0.857007837,0.852425477,0.113760283,0.848136474,0.094966676,0.158953447,0.063573485,0.065631412,0.43178092,0.801377203,0.716242415,0.01305973,0.969820634,0.085264672,0.888627096,0.813192526,0.916330336,0.287031838,0.170977797,0.62659444,0.403116312,0.207357359,0.61387009,0.614918004,0.095341289,0.141922129,0.395747604,0.280830327,0.296248021,0.817610524,0.215952886,0.116026574,1
TCGA-E7-A519-01,0.983005481,0.884837499,0.038495174,0.351305512,0.129656829,0.883387409,0.119429844,0.063699268,0.07430107,0.157336464,0.092313238,0.855042646,0.20793146,0.047212602,0.173951605,0.178216997,0.126871279,0.087535088,0.060993143,0.159343763,0.334444166,0.050929429,0.315535611,0.256665913,0.101648539,0.658710542,0.869457828,0.52057634,0.393634982,0.174525393,0.305378823,0.292029011,0.361787065,0.290510424,0.248073179,0.35296247,0.169389374,0.340241534,0.277820201,0.240221605,0.20073355,0.193565482,1
TCGA-E7-A541-01,0.888278648,0.829370599,0.957692484,0.768061771,0.280349258,0.772271112,0.333261434,0.70910028,0.780306816,1,0.63914623,0.49538726,0.3972373,0.444791906,0.215552118,0.67236205,0.437540385,0.243993029,0.404618957,0.790295141,0.653134101,0.366624386,0.843353116,0.866568605,0.703743549,0.887144414,1,0.9626545,0.704588063,0.594535788,0.713068415,0.642056133,0.57413208,0.454453686,0.405224887,0.980258469,0.579407303,0.667983644,0.776758295,0.601885627,0.906298148,0.375630442,2
TCGA-E7-A5KE-01,0.688566352,0.828941384,0.032811667,0.920384234,0.102932216,0.20692799,0.038984064,0.07492946,0.01012113,0.072313609,0.576834422,0.609358691,0.071007088,0.464531531,0.078047178,0.008055356,0.023414297,0.020172297,0.070805881,0.019514979,0.318984704,0.012710445,0.254600062,0.090631993,0.147875291,0.538961444,0.731873077,0.591527839,0.069229039,0.203896321,0.39808578,0.081777222,0.048023962,0.076493524,0.038114805,0.293221467,0.709290815,0.157617867,0.064673373,0.221789385,0.030570431,0.031582375,1
TCGA-E7-A5KF-01,0.976360375,0.476613411,0.03083771,0.089972099,0.037321881,0.946174612,0.103611365,0.077577741,0.043647402,0.077556757,0.036474295,0.651588193,0.060125131,0.023847321,0.081522226,0.011109563,0.023842848,0.014689329,0.554595441,0.088620236,0.205613579,0.011598245,0.060104906,0.080322441,0.031932565,0.633150641,0.867947572,0.402127566,0.17721179,0.313178851,0.044174853,0.011060253,0.221483028,0.005473233,0.129437918,0.790982626,0.034319281,0.006864646,0,0.057323584,0.016897591,0.000333278,1
